1516010081644531715,ミックスダウンやり直しにつき<n>本日も無し。<n><n>徹頭徹尾無し！
1515637308430581761,ミックスダウン闌につき<n>本日も無し。<n><n>全身全霊で無し。
1515268316985659392,レコーディング闌につき、本日のTWは無し。
1514952263587966977,鈴木さん、次は私が一本取りますからね。<n><n>またこんど！
1514951905750904841,それからまた１０年？（以上？）。今監督の追悼イベントの会場で、大勢の人が居る中、突然「平沢さん」と言って肩をたたかれました。鈴木さんです。<n><n>またやられた！<n><n>平沢めといたしましてはそれまで会場に鈴木さんが居るのを知りませんでした。<n><n>あ、こんな時間！
1514950238426992646,その時鈴木さんは開口一番「平沢さん」と名前を呼んでくださいました。P-MODELはまだ広く名前が知られていない頃にです。<n><n>その後お付き合いがあったわけではないのですが、10年後くらい某シンガーの誕生パーティーで鈴木さんは歌いながら客席に私を見つけその場で会釈されました。しまった！まただ。
1514949089854582786,鈴木慶一さんのほうが私よりもキャリアは長いわけですから、もしイベントなどでご一緒させていただくなら私のほうからご挨拶に伺うべきです。<n><n>ところが初めて学際のイベントでお会いした時には鈴木さんのほからご挨拶いただいてしまい恐縮しました。<n><n>P-MODELはデビューしたてです。
1514948015911407616,せっかくですからお詫びのしるしといっては何ですが、鈴木慶一さんとのエピソードについて話したいと思います。
1514946487343476741,鈴木慶一さんはその時代にミュージシャンがJava Scriptに興味を持つことの意味を良く理解されていたはずです。もしヒラサワが先に答えていたら鈴木さんとてもっとひねった回答をなさったと確信しています。<n><n>鈴木さんごめんなさい。
1514945278343745543,鈴木慶一さんは確かローランドのセンサー付きシンセのようなものをあげでいらした。<n><n>「では、平沢さんは？」<n><n>ときかれて<n><n>「Java script」と答えた時、鈴木さんは「わ！オマエずるい！」と言わんばかりの目で私を見ました。
1514943892537311236,鈴木慶一さんです。<n><n>対談が一段落して編集者がこう言った<n><n>「最後にお二人が現在最も興味のあるものを教えてください」<n><n>ステルスは「鈴木さんからどうぞ」と言った。
1514942840190627844,腐っている時にインターネットの可能性に飛びついた。<n><n>そんな時、ある音楽関係誌から、あるミュージシャンの方との対談に呼ばれた。
1514941417239433221,興味を持てたミュージシャンたちは何かに淘汰されてしまい徐々に姿が見えなくなった。<n><n>ライブハウスには客席にもステージにも音楽ファンがいるだけでミュージシャンが居ない。<n><n>きっぱり音楽など聴かなくなった。街にも出なくなった。<n><n>そして今に至る。
1514940138257743876,80年代中頃、ステルスは突然シラケた。<n><n>TVは操作不能の類の人々をバカにし始め、都市は巨大ショッピングモールと化し、文化ファンに溢れた文化空洞があり、音楽ファンに溢れた音楽空洞が生じていた。<n><n>もう、面白いものは外には無い。<n><n>そう思い始めた。
1514938845703262209,首を垂れた時に迎える朝とその希望よ。<n><n>首をもたげれば知らない人ばかり。<n><n>世界は半世紀以上も前からそうなっている。
1514937582206930945,毎日日の出とともにテスラ放電をかまして柏手を打ち、宇宙の幸福を脅かす従順な僕たちのお目覚めを願い一礼する。<n><n>首を垂れた時に全身に満ちた希望。そして首をもたげる時の心の叫び「無理」。
1514936584772075524,21ッターは面白くなるのだろうか？<n><n>ややワクワクしつつ、いつもの様にポーカーフェイスで暮らす。<n><n>それとも自爆してがん細胞をまき散らし多くの従順な人々をどぎまぎさせてくれるのだろうか。<n><n>そろそろ着陸態勢なのか？そう願いたいが期待せず、いつものようにポーカーフェイスで暮らす。
1514589527209250820,そのような境遇に耐えてこそ東京ガーデンシアターのステージに立てるのだ。<n><n>あ、名前思い出した。。。。<n><n>またこんど！！
1514588829348294658,にも関わらず鎮西さんが洗面所からシャカシャカシャカという音をさせるので、あ、新しい歯ブラシかな？と思って行ってみると鎮西さんは洗面所でマラカスを振っていた。
1514587718960893953,女子の楽屋にはメイクさんが居てレプロナイザーを使って髪を整えてもらえるが、男子チームは鎮西さんが使った後の歯ブラシで髪をとかせとと言われる。
1514586543813369862,女子チームには自販機だ買ったばかりの水が支給され、男子チームはトイレの横にあるボウフラの湧いた瓶の水を柄杓で飲まされた。
1514585397233270789,そして女子チームには楽屋そでにさらにメイク室のようなものが有ったが、男子チームは舞台そでの床に新聞紙が敷いてありそこで体育座りさせられる会場。<n><n>でも会場名しらない。
1514584339937329154,ZCONの会場は楽屋が全部同じ大きさで４つある楽屋の前に公共的な空間があり、大きなテーブルやソファーが有ってとても良かったものの、ステージまではエレベーターか階段で降りなければならず私なんか間違えて上がって行ってしまった会場。
1514582561875390465,例えばこんな風に覚えている。<n><n>楽屋の窓から見える高速道路で事故処理中の緊急車両の回転する赤いライトに照らされていた会場。<n>よく覚えている。<n><n>だが、会場名は知らない。
1514581436250017793,会場すら覚えていたい。<n><n>奇妙な表現。
1514581236240420877,本日、某氏との会話で「ライブはXXXとかでやるんですか？」ときかれて言葉に詰まった。<n><n>私、ライブ会場のこと知らないに等しい。自分が過去に使った会場すら覚えていたい。
1514579260345774082,マシンのトラブルは、しがらみのトラブルより被害は少なく、情緒的な澱も生じない。<n><n>ダメなら切ればよい。
1514577716300836872,私の周りは機械だらけだ。<n><n>機械を増やしてしがらみを断つ。<n><n>このようにして今に至る。
1514576519695273984,明日は某機械の調整日であり、某所に行く。
1514575193988997123,レコーディングの「明後日」は明確な約束の期日であり、明後日のほうを向いてものを言っている者が時に見落とす傾向にある前提概念だ。<n><n>概ね自称ミュージシャンの傾向として調査中。
1514574189465939970,明後日より進行中のプロジェクトのレコーディングが始まる。<n><n>明後日の方向いてものをいってんじゃないよこら、一昨日きやがれ。<n><n>の明後日である。
1513864789612584963,スズメたちは一目散に宮古島へと逃げた。<n><n>そこで一人の人物を見上げてクビをかしげた。<n><n>「この巡査、おしろい塗ってるけどどっちかな？」<n><n>またこんど！！
1513863164076564481,するとお店の人は言いました。<n><n>「あたしゃ女だよ！とっとと出てお行き！」
1513862106059214850,スズメたちは盗んだお金で無農薬のお米を買って食べました。<n><n>支払時にスズメはこう言いました。<n><n>「とっつぁん。つりはいらねえ」
1513860746014171144,その後お姉さんが何と言ったか創作してみよう。お姉さんはその後こう言ったんだ。<n><n>「病気になるよ」<n><n>スズメたちはキャッシャーからお金を盗んで蜘蛛の子を散らすように逃げて行った。<n><n>こう言いながら。<n><n>「知ってるよ」
1513859580693913603,昔HKTで見た光景。<n><n>朝、まだ開いていないコンビニの前に沢山のスズメがたむろしており、お姉さんが来てドアを開けるとスズメたちは一斉に中に入っていって、お姉さんに「こらあ、だめでしょう」と叱られていた。
1513858471048843264,では、ナメクジだらけのコンビニは安全なのかという揚げ足取りから物語が生まれる。
1513857464579477512,街中でオマエタチに絡まれた場合<n><n>懐より取り出したるナメクジをば投げつけ、オマエタチに留まるか否かで安全性を測る。<n><n>この検査においてナメクジはウソを言わない。<n><n>ナメクジにも劣る検査で溢れる世界をどうか安全に生きるてください。
1513856457954975745,まず正攻法で行けば間違いなく絡む衆が寄ってくることも、このように曲げれば面白がってよってくるのかもしれない。<n><n>初心を忘れてはいけない。<n><n>私はバイパスを行くもの。<n><n>豊潤のバイパスを行くもの。
1513855450982219781,ちょっと面白いかもしれないことを思いついてしまった。<n><n>いずれ企画書にしてみようかと思う。ただし私は絡まない企画。<n><n>街中でオマエタチに絡まれても私は絡まない。
1513854444496171015,今日、キャベツにナメクジが付いていた。<n><n>幸先良い。
1513853437913358345,パールが地点Aから地点Bまで途中経過なく飛躍する時、私から見るとAとBの間はヒラサワの現実で満ちているけど、パールには無い。<n><n>移動しながら「オマエは無い」と教えてくれるハエトリグモのパール。<n><n>無い。
1513852430991167490,春の兆しに浮かれてか、パールが出てきた。<n><n>変わりないワープ走法で軌道リープしている。
1513851424525889542,あるいは、もっと別のところに良いことが生じるかもしれない。<n><n>それは進行中のプロジェクトとは関係ない。<n><n>別。
1513850418169737216,BSP ZCON編は、はやる気持ちを押さえてじっと堪えると良い結果となる。
1513849412551733250,明日から歌詞を書く。<n><n>一つの都都逸の文句を書く。
1513502344696147969,まず進行中の曲を片付けてからだな。<n><n>あ、部屋も片付ける。<n><n>そろそろ世界も片付けて！<n><n>またこんど！！
1513501511250509824,BSPいつやろう。。。
1513499578976256002,頼む。その無意味な情緒を漂白してくれ。吐きそうだ。世界はそんなじゃない。普通に見れば分かる。
1513497903066599426,歌詞の情緒を漂白し、背筋を通すならばむしろ歌いすぎくらいのほうが強く聞こえる。
1513496760936587266,進行中の曲は「歌いすぎ」と感じたがそうでもなかった。<n><n>「歌いすぎ」とは量のことではなく、旋律のこととして。
1513494997286354946,邪人は袋小路。<n><n>死体袋は彼らのもの。<n><n>無念。手遅れの民たちは聞く耳を持たなかった。
1513493459469930497,二層下に居る賢者たちの洞察のとうり、世界は死体袋になるのだろうか？
1513492287854022656,P-MODELのサンシャインシティーを聞いて「そのままだ」と思う方々よ。<n><n>サンシャインシティーは池袋だ。<n><n>（これは無かったことにしてくれ）
1513491149062692871,真実に寄り添い、唾をかけられる方々よ。<n><n>私の声はあなた方への福袋だ。
1513490043238850565,正気を隠し、あるいは堂々と開示して生きる方々よ。<n><n>私の活動はあなた方への慰問袋だ。
1513489036664459266,通らないスジでできている世界で、鼻だけでもスジを通そうものなら基地外扱いされる。<n><n>ゆえに世界の鼻筋は通されていない。<n><n>これほどまでに不細工で埋め尽くされた惑星もないものだ。
1513488030559920129,歌の始まりを前小節の４拍めからにすると自然になった。<n><n>ステルスの言う自然は不自然のことかもしれない。
1513487029899726848,進行中の曲にパーカッシオンを加えた。曲の鼻筋が通った。
1513140033624043523,あ！だまされてる！<n><n>もうこんな時間だ。<n><n>行くぞ！（どこへ？）<n><n>またこんど！
1513139279853096970,ブロンズ色のアルマイトのボコボコにへこんだ取っ手付きのコップに鉄くさい井戸水入れておいてほしい。
1513137829341138948,ステージドリンクと言えば聞こえがいいが、舞台ソデにタオルと一緒に置いてあるあのラベルの無いペットボトルの水は、ちょっとしたスキに満杯になっている。<n><n>あれ水道水でしょ。どうなの？え？水道水でしょ？
1513136429559279623,インタラクティブ・ライブなら休憩時間が多いので１日２公演ぜんぜんいける。<n><n>本番中に休憩する男。
1513135270886998021,ところでZCONて2時間くらいあったらしい。
1513134137745424389,なんだとお？180BMPで走ったのにまだ37分しか経っていないだと？
1513133539637678080,理由なく急いだ80年代はライブハウスでも減速しない。<n><n>ニューウエーブの「ギグ」え？「ギグ」ギグ？　そう、ギグ。<n>ではテンポ180BPMなんて当たり前。<n><n>歯を食いしばる田井中貞利。
1513131707301449729,そんな私でも宮古島では時速35Kmで走る。<n><n>それでも地元の車が左によって道を空けてくれることがある。<n><n>時速35Kmで追い越しができるすがすがしい土地。
1513130148375117829,80年代は一般道も高速もどんどんスピードが上がっていく印象があった。理由なく急いだ人々。<n><n>今は運転手がボーっとしている印象がある。<n><n>それは偏見。運転手じゃなくてもボーっとしている。
1513128795154247682,最近では高速道路にも出没する。<n><n>見ると、若い男だったりする。
1513127755163963401,反省する気が無いといえば、追い越し車線でのろのろ運転を続ける運転手である。<n><n>免許取る時に習わなかったのでしょうか？<n><n>キープ・レフト！！！！！！！！！！！！！！！ぉ！！！！<n><n>聞こえた？<n><n>危険だからやめてほしい。
1513126648824143879,クビになったギター奏者は用務員という天職を兼任する社長という詐欺師として収入が断たれたわけではないので反省する気が無い。
1513125642346377221,尚、一度はギターソロを収録したもののボツにしました。<n><n>演奏をボツにしたのではなく、ギターソロそのものをボツにしたのです。<n><n>プロデューサー（自分）はギター奏者（自分）にこう言う。<n><n>おいオマエ、クビだ。
1513124639861526529,第二の仮歌を録り終え、残るは細部の研磨となる。<n><n>鎮西さんのスケジュールを押さえ、レコーディングまであと何十時間？
1512777406397902852,ライブから沢山の日が過ぎてもまだ指の皮が厚いのはアコギのせい。指の皮も今日を境に代謝の流動へと旅に出る。<n><n>人の世界観も代謝すべきなのだ。今を逃せば激烈なアイデンティティクライシスに見舞われる日が近づいている。多分。いや、そう願いたい。<n><n>私はその日に開放される。<n><n>またこんど！！
1512774375388246018,努々顧みるな<n>手遅れゆえ
1512773350392619018,ヒト科のスジは退化しました。<n><n>世界はアナウンサーの言う通り。<n><n>それ以上でも以下でもない。<n><n>正真正銘の退化です。
1512772313896271874,言語の意味するところを正確に伝えるために活舌を鍛えるのがアナウンサーです。<n><n>一方、活舌の悪いニュアンスから受け取れる膨大な情報を扱う噺家さんが存在します。<n><n>前者が信用を失った時、後者を感じるスジがものを言います。<n><n>そう、不鮮明がより多くのものを言うのです。
1512771307384946691,私は昔、話し声が今より低く、かつ活舌が良かったが言語化能力は今より劣っている。<n><n>活舌と引き換えに咲く言語の花。<n><n>あ！志ん生師匠！<n>（私は活舌の良い噺家さんは好みません）
1512770300957577218,的を得ている、あるいは勘が良い人を「アイツはスジがいい」と言ったりする。<n><n>私の高音で人科のスジを震わせたい。
1512769293879898116,ふと思う。<n><n>病気でうんうん唸る時、その音域によって特定部位の細胞が共鳴するでしょ？（やってみれば分かる）。例えば何かの腺や細胞を振動させて働きや血行を良くさせているとか？だから病気の時は唸るとか？<n><n>では、ステルスの高音は人のどの部位と共鳴するのか？とか？
1512768287624466435,昔のインタビュー等を見ると、話し声は今より低いかもしれない。<n><n>高音の伸びに伴い話し声も高くなっているのかでしょうか？<n><n>歌でコウモリを落とすまであと何年？
1512767280815423498,貴方が憤怒を向けている方向に何があるか、貴方はまったく知らないのと同じだが、貴方は知って怒っていると思っている。<n><n>理が人を見捨てる季節にさしかかった。
1512766274308214785,北を指すことと北極を知っていることはイコールではない。<n><n>だから私に北極のことは聞かないほしい。知らないから。
1512765267440332806,歩く矢印と言われるほどのなで肩に生まれ、その体形は常に上を指して道を歩んできた。<n><n>だが、水に浮かべれば北を指す。
1512764260904022024,歩く消化管を脱却し、<n><n>感得、認知、思考、創造、のスルドイ反応炉となりましょう。<n><n>あまりの熱さでゾンビが近づけない程の。
1512763254421999617,ところで<n><n>高音の伸びが良くなっている不気味な体。<n><n>貴方に良い影響を齎す体内化学反応炉と化してください。
1512762247378051080,仮歌を撮り<n><n>早速ボツにした。<n><n>ボツの数で決まるステルス品質。
1512415309868634115,煩い時は踏めば良い<n><n>そう覚えたら、さあ街に出て踏み倒そう！<n><n>またこんど！！
1512414471657992193,なお靴下はTESAL靴下であるが必須ではない。ただ裸線を素足で踏めばよい。なんなら踏まなくても身体に触れているだけでもよい。
1512413321655296000,肝心な時に限ってハムノイズが乗る。<n><n>アコギのジャックにリード線を巻き付け、線の先端を裸にして靴下の中に入れ、裸線を踏んずけたままにすればノイズは収まる。<n><n>これが正しい演奏スタイルだ。
1512412249855430656,ZCONの後片付けもままならず、指の痛さも収まらぬ今なぜアコギなのか？<n><n>墓穴の数で決まるステルス品質。<n><n>品質は指が痛い。
1512411234632568833,もう無理<n>置いていく<n><n>（GIPNOZA)
1512409547733815297,憲兵より怖いお隣さん。
1512408438646534149,あまりに幼稚な３分間憎悪で民はとんちんかんな方向に憎悪を燃やす。<n><n>殺されるぞぉ！善良の民に殺されるぞお！
1512407302887796738,踏み鳴らせ　汝善良のマシン<n><n>見た通りだ。
1512406078998257666,列を成せ　汝従順のマシン<n>連呼せよさあ思慮は今罪と知るべし<n><n>読んで字のごとくだ。解釈など無用。
1512404379994767369,パレードオタクが狂気のパレードを渇望する声を聞いた。<n><n>そこで私はブロック塀の上に上って手を広げ、こう言った。<n><n>さあ！ご覧あれ！
1512403284077662209,蒙昧の文字は書けねど未来は廉価<n><n>ゆめゆめ顧みるな手遅れゆえ<n><n>サバイバーは饒舌になっている。
1512401872941826050,ZOMBIオタクがZOMBIパン▲デミッ◇クを渇望する声を聞いた。<n><n>そこで私はミカン箱の上に上って手を広げ、こう言った。<n><n>さあ！ご覧あれ！
1512400867105800193,ZOMBIはZCONの選曲候補に上がっていた。<n><n>そんなことよりLEAKだということになった。
1512399860678504449,あ～らゆる物もぉ～のがたり<n><n>とか<n><n>ここはここに無くただストーリー<n><n>などと1982年あたりにほざいていた若造はサバイバルしてここにいる。
1512052669489172484,概念作業が終わり明日から実作業に入る。<n><n>とか言って普通に終わる。<n><n>１５点。<n><n>またこんど！！
1512051087494168581,なんだこのTwは！！<n><n>ダラダラしおって！
1512050879662231557,時間調整失敗した
1512049524327346183,分かる人、笑える人は10%に満たないという観測報告が届きました。<n><n>夢に見た我が家は天と地が逆さま。
1512048429064601601,動物の類はステルスに近づける。許可も証明書も不要。<n><n>ただしステルスに近づけるヒト科は非常に限定される。まず証明書が必要である（分かるね？）。それが有っても無理に等しい。
1512047100556562447,私は無臭だが、フルータリアンは甘い匂いがし、ブリザリアンはバラの匂いがするという説。<n><n>会ったことないのでわからない説。
1512045841233502215,13年間フルーツしか食べていない方の告白によれば、フルータリアンになってから動物が寄ってくるようになったと。<n><n>ステルス、血の匂い説が花咲くだろうか？<n><n>花咲く血の匂い。
1512044730892267520,目撃者の証言から、なぜかステルスには動物が寄ってくる。人を嫌う動物さえ威嚇せずに寄ってくると唱えられている。
1512043511796977669,いっそ震えて布団をかぶり、「水素怖い」と言ってみようか。
1512042504933179396,いっそカツオ出汁限定のMIRAIなら手を出さなかったのに。
1512041498367475717,MIRAIがうどんで動くなら。<n><n>「オヤジぃ、今なんどきだ？」<n><n>で毎回料金をちょろまかせる。<n><n>（アレうどんじゃないし）
1512040491772129286,生えるカメムシがパクチーであり<n><n>動くパクチーがカメムシである。<n><n>それ以上でも以下でもない。<n><n>だから私に近づかないで。
1512039485189537802,私はパクチーのある世界に住んでいる。<n><n>パクチーはヒラサワのある世界に住んでいる。<n><n>それ以上の関係は不要だ。
1512038479059996679,「亀裂」という字を見て「〇亀製麺」を思い出す脳内にできた何等かの反射回路。<n><n>MIRAIがうどんで動くなら。<n><n>(この程度の反射なら死人は出ない)
1512037484640751616,このままMIRAIは駐車場にその重みで亀裂を作る置物となり。<n><n>MIRAIは亀裂に
1511327797754667012,時に深夜まで雑務をこなし、ストーブの前で床寝してしまうこともある。<n><n>翌朝、出社して来た社員のチッという舌打ちで目覚める。<n><n>「はい！すぐにコーヒー淹れます！！」と眠い目をこすりながら社長の新しい一日が始まる。<n><n>Twなんかやってる場合じゃない。<n><n>またこんど！！
1511326100768505858,社員が帰った後、四畳半の会議部屋の畳のうえにお茶殻を巻いて箒で掃き出す。<n><n>茶殻は埃をよく取り、程よい殺菌作用もある。
1511325046911868932,「社長！社員は先に帰るので履物そろえておいて」<n><n>「かしこまりましたぁ！」
1511323928655933440,そしてケイオス社は決算だ。<n><n>「社長！棚から物販のB-34白を有るだけ降ろして！」<n><n>「はあい！」
1511322886979481606,そして合間をぬって逃亡する。<n><n>合間なんてあるのか？<n><n>有る！自販機と自販機の隙間にも合間を見つける！
1511321755800985602,なかなかやるもんだ。<n><n>ところでHKTのお友達は無事であろうか？<n><n>ショーに客が入らず、屋台で焼き鳥を焼いているトップダンサーは元気か。
1511320749302288385,時差と言わず日差を主張する南国の住民。KLから誕生日のお祝いメッセージと共にBEACON的配色のフラワーアレンジ写真が送られてきた。
1511319742409318400,そして、こう言えれば立派なヒラサワになれる可能性がある。<n><n>「音楽なんかやってる場合じゃない」
1511318736015351810,オマエタチの中の誰かが<n><n>「目標にしているミュージシャンは誰ですか？」<n><n>と問われ、「ヒラサワです」<n><n>と答えたなら、1%の音楽の仕事と99%の雑務をこなさなければならない。
1511317729231450112,合間を見てMカやBSPもやる。<n><n>オマエタチはどこまでステルスをこき使うのか。
1511316722627846154,次のプロジェクトは４月末までに終わらせたいと思う（余裕）。<n><n>その後は170帰路の1分間を復活させギターアルバム制作に入る。<n>同時に別のプロジェクトを進行させる。<n><n>170帰路の1分間は仕様を変え、仕切り直しになると予言されている。
1511315716112367616,次のプロジェクトは数日間概念的な作業が続く。<n><n>その間、音源の再認証とインタラクティブ・ライブのバックアップを取る。<n><n>また１５分転職モードだ。
1511314709500280834,一つのプロジェクトが終了した時、オマエタチは私に<n><n>「バックアップを取れ！おい、コラ！TAB譜を書けウスノロ！」<n><n>と言わなければならない。
1511313703513182210,オマエタチにはリマインダーの役割を負わせているアレだ。<n><n>こんなことではおちおち仕事も終われない。
1511312696058257411,次のプロジェクトに着手した。<n><n>何か言うことは無いか？
1510966433588473866,人の身体とされる99%は寄生生物であり、人の実体とは壇中というツボであり三次元的空間を占領して存在するものではない。それは概念的な点である。<n>しかし、壇中は人格の高い者の実態であり、凡人はひらがなの濁点として生きている。<n><n>おい、点。<n><n>またこんど！！
1510963769127579648,それは上唇と下唇のバランスが絶妙であり、微かに開いた隙間から歯並びの良い歯がのぞいているように見えるカエルだ。<n><n>そのカエルは人の口に寄生する。
1510962609356369927,ちなみに私は別のシャーレでTR-3Bの認証と交換できるものを培養している。
1510961532191969281,これほどスゴイ物を持っている男は常磐線の運転席から追い出されようが落胆したりしないのだ。<n><n>明日もまた運転席に座る。
1510960268968308739,それもまた目なのだが<n><n>ただの目とは一線を画す。<n><n>それは、<n><n>マツエクが要らない目なのだ。
1510959108769288193,確かに私は常磐線の運転席から追い出される身だが、だからと言って核兵器の認証と交換できるほど価値のある部位を鞄の中に隠し持っていない人間だとは言えない。
1510957990085492738,そこに車掌さんがやって来て二人とも追い出されるのだ。
1510956858655182851,おじさんは私が笑うまでしつこく言うので、ついに私はこう言う。<n><n>「お客さん、運転席に入らないでください」
1510955576833961990,毎朝常磐線で隣の席に座る勤め人のおじさんが<n><n>「寄生生物ですか。それじゃ目の中に入れても痛くない程可愛いでしょうね。はは。はははは。ぶはははは！」<n><n>と言ってくるが無視している。
1510954254919356424,私の目は寄生生物であるので、宿主から隔離される時に産卵する。<n><n>従って三日後には新しい目がふ化するのだ。
1510952802272522240,噂では、認証屋は金は受け取らず臓器と引き換えということらしい。<n><n>音源程度の認証なら片目だけで済みそうだ。
1510951728451006468,月締メ・フォルマントは片付くが、なん十種類もある認証の外れた音源をどうにかしなければならない。<n><n>CHIBA CITYサイバー街の裏路地に居る「一括認証屋」に会うにはどうすれば良いのか。
1510950592012685314,メインPCは完治したので今夜中には月締メ・フォルマントが納品される。
1510526317594173443,本日、所定の場所へと行き、所定の位置につくため、所定の時刻には帰れず、所定のTWは無し！<n><n>鮮やかになし！
1510240641422307330,野口英世が囲炉裏に落ちてヤケドしたエピソードは本当なんだろうか？<n><n>宅配便の男子は囲炉裏の灰がポータルであることを知っている。<n><n>灰をかぶった次の瞬間、彼は貴方の家でピンポーンと鳴らす。<n><n>またこんど！！<n><n>え？！
1510239373647880204,（これどうやって終わらせるんだ？）<n><n>それゆえ、宅配便の男子はしばしば青の間の囲炉裏にあたりにくる。（なんでだ？早く考えろ）
1510238115666939910,オゾン臭による紐づけがあるように、囲炉裏による紐づけも存在する。<n><n>青の間の囲炉裏と、彼方の囲炉裏が紐づけするもの。それは内分泌系に関わる調整物質の共振だ。
1510236857040179201,テスラ放電のある部屋と<n><n>転送カプセルがある部屋で共通して起こること<n><n>囲炉裏の火がよく燃える
1510235598677843982,ステルスとテスラを紐付けするのはオゾン臭である。<n><n>テスラ放電のオゾン臭<n><n>転送カプセルアイドリングのオゾン臭
